Postcode,Sales per month,Turnover (sale),5yr Price Growth,Crime rate,Population,Population growth (10 year),Degree,Deprivation,Social rent,Acres of green space / 1000 residents,Households,Density,Average Income,State Schools
HU19,0.8426966292134832,7,34,94,7120,3,19,27,2,11.6,2.305699481865285,587,31800,0.2808988764044944
HX1,0.536126690861102,14,26,296,24248,1,27,29,16,4.1,2.7126076742364917,15561,32900,0.32992411745298583
HX2,0.6143878462913316,10,19,146,35808,1,25,24,9,22.7,2.3182701022918555,2218,37200,0.5306076854334227
HX3,0.6381480503476806,10,11,120,45444,1,28,22,8,11.6,2.2440373314898028,3295,38800,0.39609189331925004
HX4,0.7414119779223989,9,14,67,12139,1,34,13,5,19.8,2.336669874879692,1422,42500,0.4118955432902216
HX5,0.6974195476736077,14,25,154,10037,1,27,20,11,10.0,2.218121546961326,3425,36000,0.4981568197668626
HX6,0.7497456220211,12,8,105,18673,1,34,15,4,7.6,2.2543764336593024,759,40500,0.6961923633053072
HX7,0.8927907149765643,16,25,80,13441,1,49,14,2,35.8,2.154697018275088,293,44200,0.7439922624804701
IG1,0.22023313250169108,7,25,163,63569,10,39,25,13,9.8,3.194582642343836,26014,47400,0.22023313250169108
IG2,0.24775253061513414,6,27,111,28254,10,44,20,9,18.2,3.041334768568353,23333,51600,0.28314574927443903
IG3,0.22507948119179585,6,25,119,35543,10,39,23,10,7.7,3.225903067707388,21419,49600,0.22507948119179585
IG4,0.6345848757271285,24,19,103,9455,10,44,20,3,32.1,3.2018286488316967,14766,54900,0.31729243786356426
IG5,0.23776972002615468,6,-3,64,16823,10,43,19,9,15.6,2.9446875546998075,17788,50500,0.29721215003269336
IG6,0.3594277909567968,9,10,104,27822,10,38,20,14,52.9,2.596062330876178,12631,48900,0.43131334914815617
IG7,0.3500700140028006,3,3,95,19996,9,37,18,6,76.9,2.5668806161745827,3097,48600,0.40008001600320064
IG8,0.445756951022455,9,9,78,35894,10,44,14,7,16.9,2.4957585871227925,10926,56600,0.30645790382793786
IG9,0.549278091650973,7,1,70,12744,8,43,11,5,16.1,2.306606334841629,7880,53700,0.15693659761456372
IG10,0.47596382674916704,7,7,107,31515,8,35,16,10,15.0,2.3965779467680606,5126,48500,0.38077106139933364
IG11,0.23399110833788317,5,16,184,51284,17,37,25,30,5.2,2.805930951469059,15799,45500,0.3119881444505109
IP1,0.5589004903081575,8,16,166,39363,4,26,20,17,6.7,2.3442915847775594,6213,40300,0.38106851611919823
IP2,0.5161789850630707,11,25,131,30997,5,22,23,21,10.6,2.2548192332872627,8338,37500,0.354873052230861
IP3,0.37892036842718896,7,19,98,34308,4,26,19,23,20.8,2.410454577390571,6166,43600,0.2914772064824531
IP4,0.8784210381838645,13,14,115,36429,4,33,16,9,21.0,2.3298158096699924,9043,44700,0.41175986164868644
IP5,0.6041991843311012,11,18,54,19861,3,31,16,10,16.3,2.448348126232742,3024,49800,0.2517496601379588
IP6,0.6191950464396285,4,18,49,16150,6,28,18,7,21.6,2.3351648351648353,367,45300,0.43343653250773995
IP7,0.41741204531902204,3,24,47,16770,6,32,12,8,17.6,2.5022381378692926,300,43600,0.4770423375074538
IP8,0.46227810650887574,3,4,64,10816,6,24,20,10,25.8,2.289100529100529,385,46400,0.5547337278106509
IP9,0.43512313984857715,4,15,40,11491,6,25,19,7,14.7,2.4632368703108254,343,46100,0.6961970237577234
IP10,0.6236357966947302,4,9,53,3207,3,32,13,9,112.8,2.3055355859094178,214,50100,0.6236357966947302
IP11,0.8535336292249915,8,25,71,29290,3,24,18,10,12.7,2.234854265222036,2278,40800,0.3072721065209969
IP12,0.6166241881114857,5,8,49,24326,3,37,13,8,31.5,2.3512468586893487,277,44900,0.5344076296966209
IP13,0.3881987577639751,3,27,40,18032,3,38,12,9,31.9,2.411985018726592,199,46000,0.6654835847382431
IP14,0.511352014726938,2,12,64,39112,7,30,14,6,12.3,2.3973030953110634,423,45300,0.5624872161996318
IP15,1.227495908346972,6,36,47,2444,3,39,12,5,93.5,1.877112135176651,612,37400,0.4091653027823241
IP16,0.7621951219512195,7,19,84,6560,3,25,19,13,31.4,2.2389078498293515,485,37900,0.3048780487804878
IP17,0.7309273640931933,4,23,68,10945,3,30,16,7,37.3,2.213794498381877,182,42800,0.7309273640931933
IP18,0.9864364981504316,4,30,45,4055,3,36,14,11,35.9,1.9809477283829993,444,41300,0.4932182490752158
IP19,1.0036130068245686,7,44,50,9964,3,32,15,8,26.4,2.1817385592292533,170,40400,0.4014452027298274
IP20,1.0243277848911652,6,32,52,7810,13,28,15,8,7.1,2.2093352192362095,265,40900,0.38412291933418696
IP21,0.3618599601954044,2,30,38,11054,10,27,16,7,22.6,2.3193453629878307,173,44000,0.7237199203908088
IP22,0.4607445632141541,3,18,59,21704,11,27,15,7,35.8,2.2884858709405314,314,41700,0.5989679321784003
IP23,0.6921373200442968,3,10,38,7224,7,31,13,6,11.3,2.39761035512778,186,45200,0.8305647840531561
IP24,0.5389673385792821,10,13,119,27831,8,21,19,9,40.6,2.5054915376305362,395,39300,0.5030361826739966
IP25,0.8258092931072452,7,16,64,18164,9,21,18,9,13.6,2.4332217012726054,360,38700,0.3853776701167144
IP26,0.554569653948536,6,24,51,9016,6,23,17,6,15.6,2.4165103189493435,90,40600,0.554569653948536
IP27,0.47331054430712594,8,24,53,19015,6,22,16,3,9.0,2.4743005855562785,303,36600,0.2629503023928478
IP28,0.4841638087552956,5,11,88,24785,5,30,13,7,45.3,2.39029800366477,352,43700,0.3227758725035304
IP29,0.681044267877412,9,19,27,8810,6,35,13,9,64.7,2.4136986301369863,153,46900,0.4540295119182747
IP30,0.6555466530701435,5,30,42,13729,6,29,14,8,11.0,2.405220742817099,294,46300,0.5098696190545561
IP31,0.5211541194864263,6,10,36,21107,6,31,13,7,27.3,2.5618400291297485,299,46900,0.5211541194864263
IP32,0.7099331479619002,12,-7,97,16903,5,32,16,15,18.2,2.4654317386231037,5774,46300,0.5324498609714252
IP33,0.8608674264163318,14,10,135,24394,5,35,15,11,17.0,2.1645075421472937,4470,44000,0.36894318274985655
KT1,0.5844272612839417,7,25,234,22244,5,56,14,16,48.7,2.368903088391906,14738,59000,0.22477971587843915
KT2,0.5384859043395629,7,31,78,31570,5,59,13,7,13.0,2.531879060068971,13639,64700,0.4117833386126069
KT3,0.4467218499540139,6,24,74,38055,5,55,12,8,12.6,2.6724016853932584,13216,61800,0.31533307055577453
KT4,0.45327754532775455,8,14,52,28680,8,42,13,8,8.2,2.5308859865866573,12511,59400,0.2789400278940028
KT5,0.3835826620636747,7,19,59,20856,5,52,13,8,8.9,2.5706890176260324,14773,64100,0.19179133103183735
KT6,0.637389253617184,7,10,87,31378,5,57,12,8,2.6,2.3425158641284063,15063,61900,0.3824335521703104
KT7,0.5834305717619602,7,31,63,10284,6,60,10,7,15.7,2.4858593183466278,9081,77600,0.38895371450797356
KT8,0.5132416341613631,5,4,73,19484,6,48,12,6,90.0,2.398621199064385,5786,55700,0.2566208170806816
KT9,0.331769278164842,10,16,66,21099,5,35,14,10,35.0,2.5457287644787647,5120,57100,0.331769278164842
KT10,0.5229628220975563,6,19,51,21034,6,54,9,7,18.7,2.641466783875424,3191,72600,0.2852524484168489
KT11,0.391491582930967,4,8,81,15326,6,51,9,7,70.5,2.618933697881066,1219,62200,0.1957457914654835
KT12,0.5789909015715468,2,14,86,36270,6,47,12,10,17.4,2.3931116389548692,6412,59700,0.27570995312930796
KT13,0.6009337586095318,4,8,66,21633,6,53,9,8,23.5,2.351413043478261,4280,68900,0.2773540424351685
KT14,0.5288606829857964,6,16,87,13236,5,40,12,5,39.8,2.417534246575342,5681,60600,0.3777576307041402
KT15,0.3700825284038341,6,24,84,27021,9,34,15,6,16.2,2.367148488830486,5983,57000,0.4070907812442175
KT16,0.5410377103284099,4,3,123,18483,9,35,14,9,52.1,2.3118198874296434,2169,55500,0.5410377103284099
KT17,0.640888698995941,8,12,70,23405,8,47,10,3,30.1,2.522906111889619,5949,64400,0.2990813928647725
KT18,0.8824567596187787,11,12,70,16998,8,45,11,6,53.3,2.4296740994854202,2468,59800,0.4118131544887634
KT19,0.46480550794526915,8,12,102,34423,8,41,13,13,18.4,2.545326826382727,9108,59900,0.26145309821921386
KT20,0.49307233371135545,4,11,59,20281,9,36,12,4,71.4,2.4115338882282993,1688,55400,0.24653616685567772
KT21,0.44563279857397503,6,25,39,13464,2,49,10,3,7.8,2.4914877868245746,3279,64900,0.29708853238265004
KT22,0.46009703864815127,4,23,83,23908,3,46,11,4,26.3,2.4071687474828836,2456,61200,0.41827003513468297
KT23,0.36277888626881916,4,25,41,11026,2,44,11,4,6.0,2.3489561141883257,2635,57100,0.36277888626881916
KT24,0.5533421868083223,4,39,35,9036,5,52,7,4,57.0,2.5332211942809084,822,66300,0.33200531208499334
L1,0.7051191651389085,7,49,1606,7091,4,48,18,24,3.6,1.8587155963302753,17866,33600,0.5640953321111268
L2,3.2085561497326203,2,2,2834,935,4,59,9,3,5.5,1.1629353233830846,25209,40400,0.0
L3,0.6898137502874224,2,1,282,17396,4,42,23,42,5.7,2.515326778484673,9363,36200,0.1724534375718556
L4,0.6765052241236752,16,38,198,39911,4,20,34,33,11.0,2.179380767760607,16866,28400,0.3257247375410288
L5,0.388651379712398,5,87,266,12865,4,22,37,62,8.9,1.9495378087589028,5327,27200,0.6218422075398368
L6,0.7605205340544194,10,49,231,23668,4,26,34,34,8.6,2.145200761352307,17754,27200,0.29575798546560755
L7,0.2788000446080071,8,33,202,17934,4,30,28,36,6.9,2.41958985429034,14889,26900,0.5018400802944128
L8,0.4679165236921733,8,26,175,32057,4,36,29,49,4.6,2.007326236693801,20637,30000,0.3743332189537386
L9,0.8592910848549946,23,20,162,32585,4,24,26,19,14.8,2.3898056472313898,9422,33500,0.3068896731624981
L10,0.4009355162044771,9,45,102,14965,4,25,23,9,25.3,2.3803085732463813,6771,35900,0.3341129301703976
L11,0.3552397868561279,21,24,167,25335,4,23,31,41,14.7,2.3773106878108283,14182,30100,0.4341819617130452
L12,0.482392667631452,10,17,77,31095,4,29,22,9,25.5,2.42399438727783,8617,37800,0.45023315645602185
L13,0.6139132120585479,14,29,145,30949,4,27,27,21,4.6,2.226546762589928,15230,32900,0.4523571036220879
L14,0.34854000464720003,10,23,121,25822,5,27,25,21,10.8,2.357742878013148,14700,33900,0.34854000464720003
L15,0.6329746476996368,13,31,110,30017,4,36,21,15,7.7,2.399248661178163,17837,35900,0.43308791684711995
L16,0.4654564798191369,14,30,41,15039,4,40,16,5,17.9,2.7200217037438956,8568,46100,0.2659751313252211
L17,0.5923418658768775,11,37,114,23635,4,47,19,20,26.2,2.0420770692932435,7935,37500,0.29617093293843877
L18,0.4461298237787196,7,31,53,26898,4,48,13,9,24.3,2.3424192284246277,9082,46200,0.2974198825191464
L19,0.5890024822247465,14,26,100,23769,4,37,21,21,23.0,2.2564078222897286,7808,39900,0.29450124111237325
L20,0.5419190309212624,13,24,209,31370,2,20,32,45,5.3,2.2662909984106343,9364,30500,0.38253108065030283
L21,0.47472110135295514,16,21,134,25278,2,21,28,35,17.2,2.282850176104037,8440,31900,0.4351610095735422
L22,0.7962359753890698,11,22,122,13815,2,35,18,10,23.6,2.2555102040816326,11167,39800,0.21715526601520088
L23,0.4960973673766372,5,29,63,30236,2,36,17,12,21.4,2.3981598984771573,5533,43400,0.5291705252017462
L24,0.5015359538586922,13,31,157,15951,4,22,29,9,12.8,2.325557661466686,1550,30700,0.3134599711616826
L25,0.45161678810140304,8,25,96,33214,4,33,22,17,26.5,2.1832643134161573,8996,36800,0.42150900222797616
L26,0.3299023489047242,4,25,86,15156,6,28,23,12,22.6,2.496458573546368,5128,37000,0.4618632884666139
L27,0.779423226812159,7,18,92,6415,4,25,29,35,47.6,2.3050664750269494,7333,30200,0.6235385814497272
L28,0.31367628607277287,28,21,130,6376,6,17,38,54,25.7,2.0939244663382595,10538,28900,0.6273525721455457
L30,0.40034028924585896,15,39,140,19983,2,20,28,27,10.5,2.3531559114460667,8442,32800,0.40034028924585896
L31,0.4288164665523156,6,19,60,30316,2,31,16,4,15.9,2.4160025502072044,3407,41100,0.46180234859480146
L32,0.19577133907595928,9,10,160,20432,6,18,34,29,17.0,2.327107061503417,8829,30800,0.4404855129209084
L33,0.4116436342252279,21,21,125,17005,6,20,31,21,7.2,2.490115683116122,2488,31500,0.35283740076448106
L34,0.5717085919634106,5,26,164,12244,6,29,23,8,22.6,2.260291674358501,1592,34300,0.5717085919634106
L35,0.35795639440286364,8,23,98,30730,6,28,21,7,15.0,2.4231193818009777,3581,38400,0.39049788480312403
L36,0.32582270232336646,9,24,121,39899,6,23,27,19,16.0,2.3897340680402492,8551,32000,0.40101255670568187
L37,0.6382435537401072,8,15,58,23502,2,40,12,2,29.7,2.389143031412016,1294,46300,0.3829461322440643
L38,0.7766990291262137,13,21,45,2575,2,38,12,6,78.9,2.3387829246139873,1578,42300,0.0
L39,0.5339788544373643,5,18,69,28091,6,35,14,6,11.8,2.515987460815047,875,42200,0.49838026414154
L40,0.7738654579625228,7,12,51,18091,6,35,14,3,28.5,2.427019050174403,599,41800,0.9396937703830633
LA1,0.6526538055475574,11,10,142,52095,3,37,18,11,11.4,2.5314641139025222,8010,39700,0.4031097034264325
LA2,0.5004549590536852,4,38,44,21980,3,38,16,2,27.5,2.5226672787788362,140,41900,0.6824385805277525
LA3,0.4880627974132672,4,25,132,24587,3,24,23,4,9.2,2.252175506091417,1226,34500,0.4067189978443893
LA4,0.7238922543528784,6,42,157,26247,3,24,23,11,5.7,2.173664596273292,11230,32600,0.3047967386748962
LA5,0.550357732526142,5,20,57,16353,3,38,12,9,10.1,2.238910186199343,661,41700,0.6115085916957134
LA6,0.8542362351479382,6,24,39,12877,2,39,11,2,29.3,2.283965945370699,89,42600,0.8542362351479382
LA7,0.7832386919913843,8,13,50,5107,1,39,10,4,7.7,2.3046028880866425,295,43700,0.5874290189935383
LA8,0.8049678012879485,6,22,33,8696,1,37,13,3,32.6,2.305408271474019,64,43800,0.9199632014719411
LA9,0.718132854578097,9,26,90,30635,1,36,14,9,11.8,2.2221819236907008,3055,41200,0.42435123225069366
LA10,0.8012820512820512,6,20,25,3744,1,37,11,1,21.2,2.365129500947568,46,37600,0.8012820512820512
LA11,1.0176045588684237,6,46,40,9827,1,42,11,8,20.3,2.1165194917079475,186,39300,0.7123231912078966
LA12,0.4995753609431983,4,21,65,20017,1,38,12,5,21.9,2.2037872949466037,251,41600,0.5994904331318379
LA13,0.6299212598425197,7,-3,77,19050,-2,27,18,2,9.7,2.3475046210720887,1392,38000,0.5774278215223098
LA14,0.9153677162883146,18,9,147,38236,-2,23,22,14,15.8,2.115290993582651,2457,34400,0.5492206297729888
LA15,0.7582459244281562,8,9,53,7913,-2,30,14,2,6.1,2.279746470757707,3208,37400,0.6318716036901302
LA16,0.5979073243647235,7,29,39,3345,-2,25,17,2,40.5,2.425670775924583,3440,39100,0.8968609865470852
LA17,2.617801047120419,14,22,28,1146,1,41,11,4,88.5,2.212355212355212,121,43700,0.8726003490401396
LA18,0.5588465407399128,6,5,55,8947,-5,23,20,8,13.2,2.426634119880662,334,36000,0.782385157035878
LA19,1.9083969465648853,7,22,28,1048,-5,30,16,4,14.8,2.328888888888889,39,36000,1.9083969465648853
LA20,1.6273393002441008,7,22,31,1229,0,43,10,8,45.6,2.2064631956912026,27,42800,0.8136696501220504
LA21,1.8832391713747645,7,22,59,1062,1,39,9,18,13.5,2.1896907216494848,40,43800,1.8832391713747645
LA22,0.7964954201513341,5,10,75,5022,1,41,11,25,15.3,2.224092116917626,75,36400,0.5973715651135005
LA23,0.7699076110866696,3,30,84,9092,1,38,12,11,18.9,2.253283767038414,464,36900,0.4399472063352398
LD1,0.5377307761247536,4,39,125,11158,0,30,18,3,34.9,2.180148495506057,64,32000,0.4481089801039613
LD2,0.70859167404783,6,6,72,5645,0,32,18,2,30.0,2.2707160096540626,46,34900,0.5314437555358724
LD3,0.46156213139135344,5,17,87,19499,0,36,14,4,22.2,2.320204664445502,62,37800,0.4102774501256475
LD5,1.813236627379873,9,22,83,1103,0,33,16,4,33.2,2.2742268041237113,17,34700,1.813236627379873
LD6,1.400070003500175,9,9,73,2857,0,30,15,6,13.9,2.185921958684009,26,31700,1.0500525026251313
LD7,0.4221190375685943,3,26,77,4738,1,31,16,4,20.0,2.212984586641756,54,32300,0.6331785563528914
LD8,0.6811989100817438,8,25,44,4404,1,34,15,4,12.6,2.225366346639717,76,32500,0.6811989100817438
LE1,0.4488666118051919,4,8,843,13367,11,31,24,26,17.6,2.362913204878911,12155,30700,0.07481110196753198
LE2,0.43890004895423623,4,29,111,118478,9,31,21,12,10.5,2.6954998407425945,8445,39900,0.29541349448842824
LE3,0.42535932971283297,4,26,155,101091,11,29,21,17,10.5,2.462690930351531,10453,36400,0.3165464779258292
LE4,0.35080116796153565,4,29,115,96921,11,25,25,20,14.9,2.659377143641103,9545,34100,0.35080116796153565
LE5,0.29230193620802547,7,24,100,85528,11,28,25,20,9.5,2.9644726352639426,15100,33900,0.4326068655878777
LE6,0.5011275369581558,9,11,62,11973,8,32,12,4,26.0,2.3680775316455698,1287,47400,0.5011275369581558
LE7,0.6705259158266467,3,21,73,44741,11,29,22,7,27.0,2.402330326460481,552,45900,0.3799646856350998
LE8,0.5153015945721565,5,14,64,34931,12,31,14,6,14.9,2.4078720617632867,894,46900,0.3435343963814377
LE9,0.543773790103317,3,20,67,55170,10,30,13,8,26.2,2.388415082904022,1210,43500,0.3987674460757658
LE10,0.6314327208435941,3,21,98,47511,8,29,15,8,13.2,2.2807834477461477,2231,43300,0.3578118751447033
LE11,0.5139427699857423,12,17,142,60318,10,33,17,11,8.6,2.7004835243553007,5613,42200,0.3149971816041646
LE12,0.5976706995977838,4,19,72,61907,10,35,15,6,27.0,2.3902316602316604,848,48900,0.48459786453874365
LE13,0.5905802450908018,6,20,112,27092,3,26,15,10,12.6,2.337935795650673,3115,41800,0.33220138786357595
LE14,0.5791729410401947,4,21,49,17266,3,31,13,5,38.5,2.3674756615933084,129,48800,0.8108421174562724
LE15,0.7074093439547258,7,30,55,32513,10,39,10,6,27.0,2.511044176706827,297,47900,0.5228677759665364
LE16,0.9286667827500146,8,12,67,34458,14,39,12,7,18.9,2.4054450261780103,367,47600,0.4933542283359452
LE17,0.2889060092449923,3,9,74,20768,15,36,11,7,26.8,2.4441567612098387,312,49400,0.6259630200308166
LE18,0.40185471406491496,7,22,89,32350,3,27,18,9,16.8,2.4016332590942837,6317,40300,0.4636785162287481
LE19,0.6086015688395997,8,8,128,14788,10,31,13,7,14.9,2.385546055815454,2298,45200,0.40573437922639977
LE65,0.7061149555147578,7,25,94,14162,12,39,13,6,46.1,2.38578167115903,962,51200,0.6355034599632821
LE67,0.5274889822865797,3,20,102,58769,12,29,15,8,21.3,2.3862676628228034,1151,41300,0.4934574350422842
LL11,0.4733354370463869,7,18,115,38028,0,30,18,9,22.2,2.375117106988945,964,43800,0.368149784369412
LL12,0.4244031830238727,6,29,72,28275,0,31,17,7,24.0,2.3593958611481978,1291,48100,0.3890362511052166
LL13,0.4299472598027975,8,-1,198,34888,6,30,20,5,20.8,2.375272331154684,642,42200,0.3726209584957579
LL14,0.47616213320635675,10,14,117,33602,0,28,20,9,10.3,2.342582264361406,968,40700,0.3868817332301649
LL15,0.6786233640329618,7,16,65,10315,2,38,13,7,27.0,2.3352954494000455,168,43800,0.4847309743092584
LL16,0.5050505050505051,8,21,91,15840,2,35,16,5,27.0,2.408392884293751,136,40600,0.44191919191919193
LL17,0.7393715341959334,7,11,82,5410,2,35,16,6,13.0,2.3562717770034847,301,43800,0.55452865064695
LL18,0.7166864373270068,9,29,201,40464,2,25,25,8,10.1,2.2993521991135357,1640,32200,0.37069988137603793
LL19,0.5522365580601436,6,21,125,19919,2,27,21,5,19.3,2.2715246892462084,3120,33600,0.40162658768010445
LL20,0.36913990402362495,5,-8,90,8127,1,36,15,5,23.0,2.2938187976291275,127,41000,0.49218653869816664
LL21,0.3104625892579944,4,14,73,6442,2,33,14,6,8.8,2.3374455732946298,45,43000,0.6209251785159888
LL22,0.7266629401900503,6,24,124,17890,0,29,21,5,18.0,2.195361394036078,296,34600,0.4471771939631079
LL23,0.4835589941972921,6,28,66,4136,-4,33,15,4,27.1,2.2405200433369448,29,34200,0.7253384912959381
LL24,0.9746588693957114,4,9,61,2052,0,35,16,13,41.3,2.329171396140749,18,33400,0.9746588693957114
LL26,0.6741573033707865,3,37,76,4450,0,33,17,7,13.0,2.3021210553543714,144,32000,0.6741573033707865
LL27,2.642007926023778,7,22,58,757,0,39,11,2,39.9,2.1264044943820224,57,31900,2.642007926023778
LL28,0.7776599505125487,6,15,122,14145,0,37,15,5,11.4,2.1937034739454093,677,36700,0.42417815482502647
LL29,0.7341065922771987,6,19,177,20433,0,32,20,7,8.3,2.331735706949675,1399,36100,0.39152351588117257
LL30,0.9996364958197018,9,23,157,22008,0,33,18,10,27.7,2.177500742059958,3380,35100,0.4089422028353326
LL31,0.9631849315068493,7,35,84,9344,0,34,17,5,25.4,2.276803118908382,2358,38600,0.5351027397260274
LL32,0.6151953245155337,3,38,84,6502,0,37,15,5,30.1,2.2100611828687966,179,36700,0.6151953245155337
LL33,0.7680491551459293,6,63,81,3906,-1,40,17,28,9.7,2.3701456310679614,174,38500,0.7680491551459293
LL34,0.46008741660915575,6,48,90,4347,0,32,22,5,15.6,2.2043610547667343,742,38600,0.6901311249137336
LL35,2.3121387283236996,3,40,68,865,-4,40,9,7,175.6,1.7725409836065573,186,30000,2.3121387283236996
LL36,0.8583690987124463,4,30,68,4660,-4,30,17,8,176.0,2.0573951434878586,71,30000,0.6437768240343348
LL37,3.6101083032490977,8,22,58,554,-4,42,15,1,5.4,2.2338709677419355,109,30000,3.6101083032490977
LL38,2.7624309392265194,10,31,79,724,-4,27,27,5,26.9,1.8854166666666667,678,30000,2.7624309392265194
LL40,0.7125890736342043,5,5,83,4210,-4,36,16,8,11.6,2.160082093381221,42,30900,0.7125890736342043
LL41,0.9272137227630969,6,46,90,6471,-4,29,19,3,38.1,2.1606010016694492,73,31100,0.6181424818420647
LL42,0.7858546168958742,5,29,128,2545,-4,28,18,4,3.6,2.0214455917394756,313,30900,0.7858546168958742
LL43,4.106776180698152,11,22,94,487,-4,32,14,5,1.0,1.9480000000000002,312,34800,4.106776180698152
LL44,1.9455252918287937,7,22,43,1028,-4,28,18,15,4.1,2.089430894308943,61,34800,1.9455252918287937
LL45,2.824858757062147,7,22,45,708,-4,35,15,1,8.0,2.2264150943396226,32,34800,2.824858757062147
LL46,1.0775862068965516,7,32,126,1856,-4,39,15,14,101.8,2.076062639821029,128,34800,1.0775862068965516
LL47,3.7243947858473,7,22,48,537,-4,35,14,2,11.2,2.049618320610687,35,34800,3.7243947858473
